% Model,3d_full_flux.mph
% Version,COMSOL 6.2.0.339
% Date,"Apr 17 2026, 16:23"
% Dimension,3
% Nodes,4286
% Expressions,1
% Description,Volume
% X,Y,Z,Temperature
0.17656132305921285,0.05,0.24539001097615984,327.26657933978464
0.17333333333333337,0.05,0.25,327.2438487898791
0.16989465639254617,0.05,0.24539001097615984,327.30917916030023
0.09785108682395038,0.027726898495404904,0.25,322.3861575662238
0.1000925894728541,0.03328181003790619,0.25,323.4210849700418
0.10449794177632822,0.027733304452145127,0.25,322.3867046352535
0.2,0.03372003901035904,0.1861366274361847,323.4862849013863
0.2,0.03919779934264397,0.19030176612715233,324.6503651212718
0.19999999999999996,0.039044479335430135,0.18397741492575698,324.6398228423475
0.19577290344402273,0.04647521159494428,0.25,326.1011650725373
0.2,0.05,0.25,327.0306599473427
0.2,0.044444444444444446,0.25,325.53459865593186
0.20000000000000004,0.03970541749367719,0.20937476088977364,324.6760163653391
0.20000000000000007,0.03438097716860609,0.20512371698994492,323.5369788871999
0.20000000000000007,0.034735275312425484,0.2114621041409145,323.5762068330854
0.1,0.05,0.25,327.4688643842257
0.09333333333333335,0.05,0.25,327.4670356318915
0.09666666666666666,0.05,0.24422649730810375,327.5234268582894
0.1625600087032334,0,0.21370454342262063,319.51506727169226
0.16684695288401208,0,0.21878578569668544,319.46967927361675
0.1698248161400387,0,0.21406754981159695,319.47944107532214
0.19438707888783163,0.05,0.1822849676352139,327.51219027866097
0.18877415777566323,0.05,0.1786724993729919,327.57401689362365
0.19438707888783163,0.05,0.17587471122495751,327.5340736950361
0.2,0,0.17948717948717946,319.4352983294029
0.2,0,0.18589743589743588,319.41513962914746
0.2,0.005771578769674226,0.18386806866697095,319.7380138743282
0.18868709546784304,0.05,0.19756523420086725,327.498179179117
0.18303064320176457,0.05000000000000001,0.20019400514745475,327.5305711581441
0.18307417435567466,0.05000000000000001,0.19395276593864527,327.55958788773495
0.16981582660076117,0.006452880617861938,0.25,319.6249209881262
0.17333333333333334,0,0.25,319.24683827277215
0.16666666666666669,0,0.25,319.279237136681
0.15015755669225445,0.05,0.2334557015909966,327.5121844128003
0.14343837112816962,0.05,0.2331969650354348,327.5404529179543
0.14694763162361918,0.05,0.22819754152879215,327.5649857480817
0.19577290344402276,0.04091965603938871,0.25,324.7059336215349
0.2,0.03888888888888889,0.25,324.1992112102739
0.15333333333333338,0.05,0.25,327.3519724062461
0.15005251889741816,0.05,0.24448523386366555,327.4185285259098
0.15671918556408485,0.05,0.24448523386366555,327.38867538192875
0.2,0.005771578769674226,0.19027832507722736,319.7159159397436
0.2,0.0117461274236881,0.19464571272414175,320.1901649466079
0.2,0.011543157539348451,0.18824895784676243,320.194766002402
0.17439879130832187,0,0.2361551209948211,319.33293112949127
0.17286300173654562,0,0.24041232833601056,319.3138959632774
0.17796729044004905,0,0.24094895682681583,319.28351447502797
0.12894486494857954,0.03893184331585173,0.25,324.5964688947952
0.12447243247428977,0.044465921657925865,0.25,325.94719413736294
0.13113909914095645,0.04446592165792587,0.25,325.9321460243788
0.17378338179202923,0.05,0.23113407692858218,327.4041660113678
0.16635177127618772,0.05,0.23064234072270126,327.45314304759995
0.1704511838905785,0.05,0.225606384722804,327.4656760788768
0.2,0.011543157539348451,0.18183870143650602,320.2165082974051
0.18906352138794558,0.0055719509085705166,0.25,319.4561540255345
0.18479370944255785,0.011143901817141033,0.25,319.9254358602491
0.1914603761092245,0.011143901817141033,0.25,319.8831474259431
0.11112876645920328,0.04443154065046221,0.25,325.95746647057746
0.11779543312586994,0.04443154065046221,0.25,325.9497416582153
0.11559086625173987,0.03886308130092442,0.25,324.60444873153807
0.20000000000000004,0.02364562179344271,0.20954006726291835,321.5979946212734
0.20000000000000004,0.023291323649623313,0.20320168011194878,321.575375459523
0.2,0.017923645962041622,0.20540985524843547,320.82576736062725
0.2,0.011949097308027748,0.20745272401177747,320.15426099907546
0.2,0.011949097308027748,0.20104246760152106,320.18324525261954
0.18833761674085844,0.049999999999999996,0.21093154387156796,327.4313322231753
0.19399406900693691,0.049999999999999996,0.2147130293352369,327.3602127229842
0.18798813801387385,0.04999999999999999,0.21788759713201225,327.392353239404
0.2,0.017720676077701975,0.19901310037105613,320.8292422929313
0.2,0.023088353765283662,0.19680492523456944,321.57344863401414
0.2,0.017517706193362327,0.19261634549367682,320.83039858704115
0.1222678656001597,0.03889746230838808,0.25,324.60219133563146
0.16666666666666669,0.05,0.25,327.28427997688624
0.16322798972587949,0.05,0.2453900109761598,327.34725829282917
0.19999999999999998,0.02273206387373019,0.18408381915579478,321.56973763636825
0.2,0.01718909680365388,0.1797620180445905,320.83536304827396
0.19999999999999998,0.017314736309022676,0.18621959061629748,320.82923624295654
0.1503447691146056,0.05000000000000001,0.2122571894887252,327.6563240139663
0.14738869408490407,0.05,0.2055626676352261,327.70635414418507
0.15377522541388328,0.05,0.20619791260414663,327.6756031584518
0.06238288394882709,0.02218509910138524,0.25,321.4502050359995
0.05790990626386332,0.02777325317749974,0.25,322.326116781286
0.06459318378107928,0.027730418415656065,0.25,322.3388352312769
0.16241957432729415,0.0402080935700942,0.25,324.7664429603092
0.15798329877630077,0.04467890330035319,0.25,325.8879403023112
0.16443627555099338,0.045529190269741004,0.25,326.07496692242404
0.2,0.027812817671170345,0.24586599720222807,322.0402398987014
0.2,0.03333333333333333,0.25,323.0244976103689
0.2,0.034124979123350746,0.24522166635949705,323.2220094133008
0.1897382458102191,0,0.24148558531762104,319.2108838709487
0.18307157914355246,0,0.24148558531762107,319.2512813266576
0.1882024562384429,0,0.24574279265881055,319.19227052345803
0.17776960888432675,0.04552919026974101,0.25,325.99310052640135
0.18000000000000002,0.05,0.25,327.19889691488544
0.19486912290510955,0,0.2393325362485541,319.19154241049415
0.18973824581021914,0,0.23507532890736466,319.2512525148659
0.2,0.05,0.1794871794871795,327.4688279498122
0.13596572080798194,0.02230999802459925,0.25,321.4729232191754
0.1407108552928532,0.016810353563536835,0.25,320.7286229769304
0.13376900970822336,0.016721875536483313,0.25,320.73690689804494
0.1819344121996306,0.05,0.24588594656694984,327.22389698871234
0.1886010788662973,0.05,0.24588594656694984,327.17194210900396
0.18666666666666668,0.05,0.25,327.148615185639
0.2,0.02860446346118776,0.24108766356172512,322.2137571309951
0.10666666666666667,0.05,0.25,327.4670770882311
0.10333333333333333,0.05,0.24422649730810372,327.52369964100865
0.1888934148492192,0,0.20291338323862482,319.4245510465812
0.19444670742460962,0,0.2008156659782868,319.3974557059494
0.18889341484921923,0,0.1965031268283684,319.45087890928426
0.2,0.04452223966771507,0.17532204079621183,325.999323188715
0.19999999999999998,0.03899460469445523,0.17111575099836795,324.67033636422514
0.2,0.03904447933543014,0.1775671585155006,324.66212446491323
0.16619633506987896,0,0.24041232833601056,319.3462160550509
