% Model,3d_full_flux.mph
% Version,COMSOL 6.2.0.339
% Date,"Apr 17 2026, 16:22"
% Dimension,3
% Nodes,4286
% Expressions,1
% Description,Volume
% X,Y,Z,Temperature
0.17656132305921285,0.05,0.24539001097615984,316.98970419881664
0.17333333333333337,0.05,0.25,316.97493158960305
0.16989465639254617,0.05,0.24539001097615984,317.014040685436
0.09785108682395038,0.027726898495404904,0.25,312.1231136024019
0.1000925894728541,0.03328181003790619,0.25,313.1115418096496
0.10449794177632822,0.027733304452145127,0.25,312.1238802321296
0.2,0.03372003901035904,0.1861366274361847,313.18278300036485
0.2,0.03919779934264397,0.19030176612715233,314.32291410850746
0.19999999999999996,0.039044479335430135,0.18397741492575698,314.3013410903362
0.19577290344402273,0.04647521159494428,0.25,315.9056655663472
0.2,0.05,0.25,316.84797287387187
0.2,0.044444444444444446,0.25,315.3584050314255
0.20000000000000004,0.03970541749367719,0.20937476088977364,314.3889213157935
0.20000000000000007,0.03438097716860609,0.20512371698994492,313.26892692683305
0.20000000000000007,0.034735275312425484,0.2114621041409145,313.3215449660736
0.1,0.05,0.25,317.0993290017323
0.09333333333333335,0.05,0.25,317.0983346592873
0.09666666666666666,0.05,0.24422649730810375,317.13269166777053
0.1625600087032334,0,0.21370454342262063,309.63594603923457
0.16684695288401208,0,0.21878578569668544,309.61379288892977
0.1698248161400387,0,0.21406754981159695,309.6184869635366
0.19438707888783163,0.05,0.1822849676352139,317.1243093874533
0.18877415777566323,0.05,0.1786724993729919,317.16057936450426
0.19438707888783163,0.05,0.17587471122495751,317.1357773241973
0.2,0,0.17948717948717946,309.5955786240503
0.2,0,0.18589743589743588,309.585938007141
0.2,0.005771578769674226,0.18386806866697095,309.79049296970527
0.18868709546784304,0.05,0.19756523420086725,317.12032429624105
0.18303064320176457,0.05000000000000001,0.20019400514745475,317.1401573811618
0.18307417435567466,0.05000000000000001,0.19395276593864527,317.1557666986621
0.16981582660076117,0.006452880617861938,0.25,309.7474698701809
0.17333333333333334,0,0.25,309.5048022297892
0.16666666666666669,0,0.25,309.5206504296901
0.15015755669225445,0.05,0.2334557015909966,317.1313484352235
0.14343837112816962,0.05,0.2331969650354348,317.14693169371003
0.14694763162361918,0.05,0.22819754152879215,317.1614261074838
0.19577290344402276,0.04091965603938871,0.25,314.5252263395571
0.2,0.03888888888888889,0.25,314.04253194862696
0.15333333333333338,0.05,0.25,317.035705923672
0.15005251889741816,0.05,0.24448523386366555,317.07553619005205
0.15671918556408485,0.05,0.24448523386366555,317.0590242196477
0.2,0.005771578769674226,0.19027832507722736,309.77983598926716
0.2,0.0117461274236881,0.19464571272414175,310.15836270139766
0.2,0.011543157539348451,0.18824895784676243,310.1539196022204
0.17439879130832187,0,0.2361551209948211,309.5470183369493
0.17286300173654562,0,0.24041232833601056,309.53774009575056
0.17796729044004905,0,0.24094895682681583,309.5228122331881
0.12894486494857954,0.03893184331585173,0.25,314.26888107156134
0.12447243247428977,0.044465921657925865,0.25,315.5954490871953
